model,horizon,mae,rmse,smape,r2,bias,directional_accuracy,relative_mae
RecursiveForecast,24,7.648699645996093,11.87358635135615,18.849989253930612,0.22212863177154774,3.4617577362060548,56.52173913043478,0.9285317967012929
