date,MAE,RMSE,SMAPE,Bias
2025-11-26,8.477534454345705,12.900267099863987,20.818462799730334,4.544348434448242
2025-11-27,3.5045256042480446,3.715893004312755,9.007621524932029,-1.951195755004882
