rolling_window,forecast_origin,soh_start,soh_end,capacity_start_mwh,capacity_end_mwh,calendar_loss,cycle_loss,window_loss,window_throughput_mwh,window_efc,cumulative_efc,window_gross_revenue_usd,degradation_cost_usd,window_net_revenue_usd,remaining_soh,remaining_capacity_mwh
315,2025-11-17 23:00:00+00:00,0.984204,0.984154,98.4204,98.4154,4.255707762557078e-05,7.856168067156072e-06,5.0413245692770836e-05,80.1053,0.4005,101.548,617.34,680.58,-63.24,0.9841538788584895,98.41538788584894
316,2025-11-18 23:00:00+00:00,0.984154,0.984102,98.4154,98.4102,4.4383561643835604e-05,7.856168067156072e-06,5.223972971102331e-05,80.1053,0.4005,101.9485,818.77,705.24,113.54,0.9841016391287785,98.41016391287785
317,2025-11-19 23:00:00+00:00,0.984102,0.984061,98.4102,98.4061,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,101.9485,0.0,554.79,-554.79,0.9840605432383674,98.40605432383674
318,2025-11-20 23:00:00+00:00,0.984061,0.984019,98.4061,98.4019,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,101.9485,0.0,554.79,-554.79,0.9840194473479564,98.40194473479565
319,2025-11-21 23:00:00+00:00,0.984019,0.983978,98.4019,98.3978,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,101.9485,0.0,554.79,-554.79,0.9839783514575454,98.39783514575454
320,2025-11-22 23:00:00+00:00,0.983978,0.983937,98.3978,98.3937,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,101.9485,0.0,554.79,-554.79,0.9839372555671344,98.39372555671343
321,2025-11-23 23:00:00+00:00,0.983937,0.983883,98.3937,98.3883,4.623287671232877e-05,7.856168067156072e-06,5.408904477943732e-05,80.1053,0.4005,102.349,813.22,730.2,83.02,0.983883166522355,98.3883166522355
322,2025-11-24 23:00:00+00:00,0.983883,0.983842,98.3883,98.3842,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,102.349,0.0,554.79,-554.79,0.983842070631944,98.3842070631944
323,2025-11-25 23:00:00+00:00,0.983842,0.983801,98.3842,98.3801,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,102.349,0.0,554.79,-554.79,0.9838009747415329,98.38009747415329
324,2025-11-26 23:00:00+00:00,0.983801,0.983751,98.3801,98.3751,4.2214611872146116e-05,7.856168067156072e-06,5.00707799393485e-05,80.1053,0.4005,102.7495,642.4,675.96,-33.56,0.9837509039615936,98.37509039615937
325,2025-11-27 23:00:00+00:00,0.983751,0.98371,98.3751,98.371,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,102.7495,0.0,554.79,-554.79,0.9837098080711826,98.37098080711826
326,2025-11-28 23:00:00+00:00,0.98371,0.983669,98.371,98.3669,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,102.7495,0.0,554.79,-554.79,0.9836687121807716,98.36687121807715
327,2025-11-29 23:00:00+00:00,0.983669,0.983628,98.3669,98.3628,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,102.7495,0.0,554.79,-554.79,0.9836276162903606,98.36276162903606
328,2025-11-30 23:00:00+00:00,0.983628,0.983587,98.3628,98.3587,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,102.7495,0.0,554.79,-554.79,0.9835865203999495,98.35865203999495
329,2025-12-01 23:00:00+00:00,0.983587,0.983534,98.3587,98.3534,4.4383561643835604e-05,7.856168067156072e-06,5.223972971102331e-05,80.1053,0.4005,103.1501,599.16,705.24,-106.08,0.9835342806702385,98.35342806702386
330,2025-12-02 23:00:00+00:00,0.983534,0.983493,98.3534,98.3493,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,103.1501,0.0,554.79,-554.79,0.9834931847798275,98.34931847798275
331,2025-12-03 23:00:00+00:00,0.983493,0.983437,98.3493,98.3437,4.1260387747125574e-05,1.497266180380703e-05,5.6233049550935554e-05,105.4017,0.527,103.6771,-81.6,759.15,-840.75,0.9834369517302766,98.34369517302765
332,2025-12-04 23:00:00+00:00,0.983437,0.983386,98.3437,98.3386,4.2945205479452046e-05,7.856168067156072e-06,5.080137354662728e-05,80.1053,0.4005,104.0776,443.32,685.82,-242.5,0.9833861503567299,98.33861503567299
333,2025-12-05 23:00:00+00:00,0.983386,0.983326,98.3386,98.3326,4.537117815808447e-05,1.497266180380703e-05,6.034383996189607e-05,105.4017,0.527,104.6046,530.29,814.64,-284.35,0.983325806516768,98.3325806516768
334,2025-12-06 23:00:00+00:00,0.983326,0.983285,98.3326,98.3285,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,104.6046,0.0,554.79,-554.79,0.983284710626357,98.3284710626357
335,2025-12-07 23:00:00+00:00,0.983285,0.983244,98.3285,98.3244,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,104.6046,0.0,554.79,-554.79,0.983243614735946,98.3243614735946
336,2025-12-08 23:00:00+00:00,0.983244,0.983203,98.3244,98.3203,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,104.6046,0.0,554.79,-554.79,0.983202518845535,98.3202518845535
337,2025-12-09 23:00:00+00:00,0.983203,0.983161,98.3203,98.3161,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,104.6046,0.0,554.79,-554.79,0.983161422955124,98.31614229551239
338,2025-12-10 23:00:00+00:00,0.983161,0.98311,98.3161,98.311,4.385844748858446e-05,7.856168067156072e-06,5.171461555575352e-05,80.1053,0.4005,105.0051,906.12,698.15,207.98,0.9831097083395682,98.31097083395683
339,2025-12-11 23:00:00+00:00,0.98311,0.983057,98.311,98.3057,4.495433789954337e-05,7.856168067156072e-06,5.2810505966727206e-05,80.1053,0.4005,105.4057,717.26,712.94,4.31,0.9830568978336015,98.30568978336015
340,2025-12-12 23:00:00+00:00,0.983057,0.983016,98.3057,98.3016,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,105.4057,0.0,554.79,-554.79,0.9830158019431905,98.30158019431904
341,2025-12-13 23:00:00+00:00,0.983016,0.982954,98.3016,98.2954,4.6979153651070774e-05,1.497266180380703e-05,6.195181545487483e-05,105.4017,0.527,105.9327,304.77,836.35,-531.58,0.9829538501277356,98.29538501277356
342,2025-12-14 23:00:00+00:00,0.982954,0.982913,98.2954,98.2913,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,105.9327,0.0,554.79,-554.79,0.9829127542373246,98.29127542373246
343,2025-12-15 23:00:00+00:00,0.982913,0.982872,98.2913,98.2872,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,105.9327,0.0,554.79,-554.79,0.9828716583469136,98.28716583469136
344,2025-12-16 23:00:00+00:00,0.982872,0.982819,98.2872,98.2819,4.495433789954337e-05,7.856168067156072e-06,5.2810505966727206e-05,80.1053,0.4005,106.3332,534.5,712.94,-178.44,0.9828188478409469,98.28188478409469
345,2025-12-17 23:00:00+00:00,0.982819,0.982767,98.2819,98.2767,4.385844748858446e-05,7.856168067156072e-06,5.171461555575352e-05,80.1053,0.4005,106.7337,573.7,698.15,-124.45,0.9827671332253911,98.27671332253911
346,2025-12-18 23:00:00+00:00,0.982767,0.982726,98.2767,98.2726,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,106.7337,0.0,554.79,-554.79,0.9827260373349801,98.27260373349802
347,2025-12-19 23:00:00+00:00,0.982726,0.982685,98.2726,98.2685,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,106.7337,0.0,554.79,-554.79,0.9826849414445691,98.26849414445691
348,2025-12-20 23:00:00+00:00,0.982685,0.982644,98.2685,98.2644,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,106.7337,0.0,554.79,-554.79,0.9826438455541581,98.2643845554158
349,2025-12-21 23:00:00+00:00,0.982644,0.982603,98.2644,98.2603,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,106.7337,0.0,554.79,-554.79,0.982602749663747,98.26027496637471
350,2025-12-22 23:00:00+00:00,0.982603,0.982562,98.2603,98.2562,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,106.7337,0.0,554.79,-554.79,0.982561653773336,98.2561653773336
351,2025-12-23 23:00:00+00:00,0.982562,0.982521,98.2562,98.2521,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,106.7337,0.0,554.79,-554.79,0.982520557882925,98.25205578829251
352,2025-12-24 23:00:00+00:00,0.982521,0.982479,98.2521,98.2479,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,106.7337,0.0,554.79,-554.79,0.982479461992514,98.2479461992514
353,2025-12-25 23:00:00+00:00,0.982479,0.982438,98.2479,98.2438,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,106.7337,0.0,554.79,-554.79,0.982438366102103,98.2438366102103
354,2025-12-26 23:00:00+00:00,0.982438,0.982381,98.2438,98.2381,4.216471078561644e-05,1.497266180380703e-05,5.713737258938867e-05,105.4017,0.527,107.2607,-374.95,771.35,-1146.31,0.9823812287295136,98.23812287295137
355,2025-12-27 23:00:00+00:00,0.982381,0.982328,98.2381,98.2328,4.1496236444063924e-05,1.176520690084688e-05,5.326144334494298e-05,95.125,0.4756,107.7363,172.16,719.03,-546.86,0.9823279672861687,98.23279672861686
356,2025-12-28 23:00:00+00:00,0.982328,0.982287,98.2328,98.2287,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,107.7363,0.0,554.79,-554.79,0.9822868713957577,98.22868713957577
357,2025-12-29 23:00:00+00:00,0.982287,0.982246,98.2287,98.2246,4.1095890410958905e-05,0.0,4.109589041101369e-05,0.0,0.0,107.7363,0.0,554.79,-554.79,0.9822457755053466,98.22457755053466
