rolling_windows,hours_executed,forecast_horizon_hours,implementation_horizon_hours,rolling_step_hours,gross_revenue_usd,degradation_cost_usd,net_revenue_usd,initial_soh,final_soh,capacity_remaining_mwh,equivalent_full_cycles
350,8400,48,24,24,317948.4,239682.03,78266.37,1.0,0.9822,98.225,107.736
